### task_name: narma
### 20 0
### input_signal_factor [0.002, 0.052]
### weight_factor [0.1, 1.1]
function_name,seed,unit_size,p,input_singal_factor,bias_factor,weight_factor,lm,train_nmse,nmse,test_nmse
oddsinc,1,100,0.7000,0.0020,0.0000,0.8500,2.0000,0.12772618,0.14135874,0.15360941
oddsinc,1,100,0.8000,0.0020,0.4000,0.8500,1.0000,0.12001120,0.13185574,0.13888217
oddsinc,1,100,0.9000,0.0170,0.4000,0.8500,5.0000,0.12531666,0.12815084,0.14125113
oddsinc,1,100,1.0000,0.0020,0.4000,0.7100,0.0000,0.12808132,0.13286594,0.15161774
oddsinc,2,100,0.0000,0.0520,1.2000,0.9200,0.0000,0.13480864,0.13148585,0.14582260
oddsinc,2,100,0.1000,0.0070,1.2000,0.9900,3.0000,0.12949586,0.12976312,0.14040709
oddsinc,2,100,0.2000,0.0520,0.4000,1.0600,2.0000,0.12787176,0.12801076,0.14108788
oddsinc,2,100,0.3000,0.0020,1.2000,0.9200,2.0000,0.12661653,0.12654798,0.14091570
oddsinc,2,100,0.4000,0.0020,2.0000,0.9900,2.0000,0.11470366,0.12263271,0.13472791
oddsinc,2,100,0.5000,0.0020,0.8000,0.8500,0.0000,0.12602850,0.13076025,0.14284931
oddsinc,2,100,0.6000,0.0020,1.6000,0.9200,1.0000,0.12549271,0.13054431,0.14242923
oddsinc,2,100,0.7000,0.0020,2.0000,0.8500,2.0000,0.13313387,0.14135479,0.15153466
oddsinc,2,100,0.8000,0.0020,0.8000,0.8500,0.0000,0.12287439,0.12138004,0.14074105
oddsinc,2,100,0.9000,0.0020,0.8000,0.8500,1.0000,0.12045581,0.12240908,0.13905452
oddsinc,2,100,1.0000,0.0020,0.8000,0.8500,2.0000,0.12229968,0.11582679,0.13436038
